numproc,exec-time,init-time
I,am,process,65,and,i,have,received,68,messages.My,final,messages,have,tag,650,and,left-value,-2278,right-value,2278
I,am,process,66,and,i,have,received,68,messages.My,final,messages,have,tag,660,and,left-value,-2278,right-value,2278
I,am,process,65,and,i,have,received,68,messages.My,final,messages,have,tag,650,and,left-value,-2278,right-value,2278
I,am,process,65,and,i,have,received,68,messages.My,final,messages,have,tag,650,and,left-value,-2278,right-value,2278
I,am,process,65,and,i,have,received,68,messages.My,final,messages,have,tag,650,and,left-value,-2278,right-value,2278
I,am,process,66,and,i,have,received,68,messages.My,final,messages,have,tag,660,and,left-value,-2278,right-value,2278
I,am,process,65,and,i,have,received,68,messages.My,final,messages,have,tag,650,and,left-value,-2278,right-value,2278
I,am,process,65,and,i,have,received,68,messages.My,final,messages,have,tag,650,and,left-value,-2278,right-value,2278
I,am,process,5,and,i,have,received,68,messages.My,final,messages,have,tag,50,and,left-value,-2278,right-value,2278
I,am,process,66,and,i,have,received,68,messages.My,final,messages,have,tag,660,and,left-value,-2278,right-value,2278
